10,'rnm',1,'f',11
6,'wyf',6,'gk',1
10,'yfc',4,'dqw',7
6,'nc',1,'uqo',7
11,'lj',8,'r',11
2,'kgy',5,'bte',10
8,'n',10,'m',3
9,'u',7,'kx',7
9,'t',4,'wwg',10
3,'fhl',7,'mt',5
9,'e',4,'mw',8
9,'n',6,'dp',6
9,'k',10,'kj',11
1,'vx',7,'n',9
5,'ei',8,'dof',2
9,'dyz',4,'q',4
3,'aqk',4,'q',1
10,'z',11,'fti',1
3,'alb',8,'t',9
4,'j',2,'sek',2
6,'x',8,'bta',6
5,'s',7,'njj',4
9,'l',2,'il',1
2,'ykb',7,'zyg',9
1,'id',7,'rqj',6
5,'jqu',8,'e',5
10,'myw',5,'mt',3
1,'ybp',10,'v',6
10,'z',4,'kwb',5
4,'na',4,'x',6
1,'o',6,'q',7
11,'oic',8,'hk',9
5,'b',5,'li',1
8,'g',2,'w',6
1,'uu',5,'k',1
3,'gd',10,'xc',3
8,'wh',1,'yag',10
5,'v',11,'pre',7
1,'b',10,'q',4
5,'c',9,'tmy',10
7,'yrq',1,'jp',10
4,'k',8,'li',7
6,'wz',6,'it',3
11,'a',1,'rv',1
4,'oej',8,'epv',10
3,'nrv',9,'j',5
3,'v',8,'o',4
6,'km',10,'pz',4
6,'u',7,'q',4
7,'di',5,'nt',1
10,'i',11,'sc',10
6,'x',5,'bv',7
6,'s',5,'jj',5
10,'g',1,'fgv',2
1,'dno',6,'l',11
5,'o',7,'an',4
11,'rez',2,'a',7
11,'bo',7,'zmj',4
9,'ta',5,'uj',9
10,'uj',8,'uiu',9
8,'k',7,'ldi',5
10,'kul',10,'yg',7
9,'p',4,'oy',2
9,'jur',9,'n',4
7,'nu',5,'rin',11
8,'m',6,'fe',1
6,'qb',1,'jk',2
2,'fj',5,'a',4
6,'zyn',3,'rwy',11
5,'a',8,'tlq',9
5,'n',4,'ttn',2
10,'fa',2,'m',5
9,'ugs',1,'y',4
8,'i',10,'zz',1
7,'rum',7,'uo',8
5,'jp',8,'vjs',11
1,'jwk',7,'dc',7
4,'r',11,'fq',1
7,'nv',1,'dfp',6
3,'l',3,'qko',9
1,'rh',11,'c',11
1,'bui',5,'oso',7
1,'bqm',11,'iau',9
6,'cod',5,'j',2
4,'twg',1,'lj',3
1,'bw',1,'adv',10
10,'ew',9,'go',6
11,'x',2,'f',11
6,'s',5,'guq',11
6,'ye',1,'fp',3
2,'c',7,'cw',11
1,'k',9,'xd',8
2,'n',8,'czf',7
10,'o',5,'usv',4
9,'skq',11,'op',5
2,'wo',5,'x',1
8,'v',9,'rce',2
10,'nwb',6,'mcu',5
5,'k',3,'nj',1
11,'rj',9,'q',9
4,'r',6,'fi',8
6,'gm',10,'s',6
4,'e',9,'wz',4
9,'v',4,'g',11
6,'d',10,'y',11
3,'j',2,'tne',3
8,'v',8,'ldr',7
9,'to',7,'at',9
1,'t',1,'thy',7
1,'pw',1,'put',10
1,'iy',10,'lq',10
9,'uk',1,'zh',1
2,'x',3,'uvh',9
9,'le',7,'eu',8
5,'yd',2,'i',9
1,'uuq',7,'af',3
4,'ovi',2,'qx',10
9,'eqz',6,'t',4
8,'drf',9,'ywx',10
11,'a',4,'wun',2
5,'t',9,'bve',9
7,'jba',7,'oz',4
4,'arb',10,'hzo',5
8,'ugp',9,'lsg',10
3,'em',1,'v',7
1,'cfs',6,'qz',7
11,'f',8,'n',3
1,'ed',1,'rvq',2
5,'i',3,'rp',6
4,'n',3,'cnz',1
11,'n',6,'x',7
1,'uhf',9,'htp',4
10,'i',10,'n',1
7,'jk',4,'h',6
7,'m',9,'kz',1
8,'vs',11,'nqo',11
9,'k',2,'xgq',7
3,'a',3,'wqf',2
8,'o',2,'t',10
2,'rcp',5,'iuh',5
8,'ybr',5,'le',1
5,'im',10,'kus',7
1,'khb',11,'fdp',3
8,'rf',5,'q',9
6,'ryh',5,'ime',5
8,'pf',5,'dor',5
4,'l',11,'d',4
11,'yvt',8,'ixu',1
6,'dg',8,'ff',9
4,'heo',9,'dt',5
7,'eqa',11,'wpi',5
11,'hyx',7,'bo',11
5,'pq',4,'dbr',8
10,'z',11,'ta',11
9,'f',11,'tp',8
6,'s',6,'zla',11
9,'r',8,'f',11
6,'gl',11,'n',3
7,'jca',10,'a',1
5,'hl',8,'g',5
7,'mm',10,'pj',7
10,'m',5,'tc',3
10,'i',3,'vp',8
10,'fw',11,'uod',5
10,'ym',9,'qz',11
4,'ma',1,'duu',4
6,'ak',5,'fyj',9
2,'a',3,'lex',3
6,'me',5,'es',5
6,'rp',6,'g',8
10,'go',5,'s',3
3,'lu',1,'bhs',5
11,'nl',4,'ggi',5
6,'zmt',8,'pdq',1
8,'l',10,'bv',11
3,'ocn',2,'rae',5
11,'h',6,'mb',11
2,'a',10,'elx',7
4,'h',3,'vtf',7
4,'sbb',11,'jt',11
5,'bd',9,'m',7
2,'qtp',4,'odq',7
2,'n',1,'t',2
10,'pu',10,'ia',5
3,'ocs',11,'yk',4
8,'hf',7,'tv',9
3,'aa',7,'j',8
7,'f',2,'wu',2
1,'grr',10,'er',4
2,'ig',1,'km',4
4,'b',9,'y',3
9,'c',8,'gz',6
10,'i',3,'ywh',5
6,'em',6,'qes',10
10,'eqs',2,'bx',11
11,'yqi',2,'o',7
11,'k',2,'qej',7
9,'bw',4,'h',11
6,'qiv',7,'jw',6
5,'cr',7,'na',9
7,'xkd',10,'dbp',9
2,'wsj',10,'fje',1
5,'gc',2,'wfc',10
6,'mgm',9,'d',11
1,'zoe',9,'xhv',3
5,'gd',10,'nw',9
5,'r',1,'l',7
9,'gq',7,'f',9
9,'xz',2,'llc',4
2,'s',4,'d',8
1,'wuy',4,'tum',3
1,'vcc',4,'d',4
3,'k',9,'m',9
10,'nb',10,'cfi',11
10,'jcg',6,'cm',7
10,'krd',2,'yo',11
8,'mn',4,'hh',8
1,'rfv',6,'td',11
3,'cjv',11,'bg',2
3,'o',2,'lvz',10
3,'rag',11,'s',7
8,'su',11,'dh',4
8,'l',2,'r',7
1,'d',5,'mbf',8
7,'hn',9,'j',10
4,'dyh',4,'zcx',8
10,'gl',3,'vog',3
6,'uo',9,'ila',6
7,'dl',11,'nz',2
3,'abv',5,'tu',2
7,'wzv',1,'gxo',3
5,'rsn',7,'d',1
8,'g',2,'bcs',5
1,'of',1,'xw',1
4,'evn',11,'y',9
1,'iw',7,'s',10
10,'bo',7,'wb',11
2,'v',1,'ke',3
6,'tza',7,'jxy',4
10,'d',2,'rlp',8
8,'jzm',6,'vmr',10
5,'vz',7,'jt',6
3,'rf',10,'iu',2
10,'w',5,'nn',8
11,'k',7,'t',2
5,'md',3,'z',11
10,'d',3,'i',2
11,'x',2,'han',7
6,'g',1,'eh',2
10,'z',11,'fr',9
9,'h',5,'syn',4
6,'l',10,'cg',9
8,'mw',6,'epe',4
10,'n',4,'p',2
5,'f',2,'dd',2
3,'zr',5,'azw',9
7,'ran',3,'g',5
6,'sfi',6,'rb',1
2,'zz',4,'zsr',6
6,'ya',1,'rdo',5
7,'eg',2,'kwe',1
2,'lp',7,'p',10
9,'j',3,'zr',7
2,'wet',2,'j',8
5,'zk',9,'kp',9
6,'w',11,'w',8
3,'j',9,'fo',6
6,'p',11,'u',5
8,'q',4,'jle',5
4,'hsk',7,'h',11
6,'x',1,'ohw',1
8,'km',4,'we',2
8,'kl',2,'h',10
11,'d',6,'nsj',5
2,'df',6,'cj',7
10,'h',6,'sbf',5
9,'u',11,'i',4
6,'w',6,'mc',1
8,'km',1,'nqu',8
6,'r',10,'by',1
9,'ff',2,'rqk',10
5,'sj',7,'g',5
2,'n',2,'ir',8
3,'n',5,'i',9
9,'t',8,'pm',8
10,'m',3,'zi',4
4,'ujd',8,'j',5
8,'q',6,'d',4
7,'vni',1,'aip',8
4,'u',5,'rel',10
5,'gs',4,'v',5
2,'y',9,'xa',9
4,'hm',10,'ga',1
3,'u',9,'ncp',9
11,'a',1,'v',4
1,'hz',2,'w',7
9,'v',5,'gd',11
5,'ak',4,'e',2
3,'viw',11,'h',10
10,'shb',6,'yqz',3
7,'uks',9,'u',3
4,'lgz',1,'xcd',4
3,'x',5,'ony',4
7,'xxn',10,'ixd',11
6,'tb',4,'hv',10
3,'kre',7,'tx',6
10,'ek',4,'r',8
6,'umz',7,'kxj',8
6,'kq',9,'o',1
3,'pt',2,'fe',2
2,'y',8,'g',7
2,'kh',8,'t',6
4,'rgu',11,'h',5
6,'xlz',1,'omw',9
3,'ce',11,'uz',8
11,'i',8,'w',1
10,'hox',10,'ncy',9
7,'os',11,'l',8
11,'qce',6,'mcj',9
8,'s',7,'x',6
6,'yrm',1,'wsy',10
1,'lxr',5,'r',6
7,'k',5,'sr',1
8,'npv',2,'g',4
6,'g',2,'pd',1
3,'oap',4,'t',8
9,'a',7,'tub',1
7,'vxx',6,'bdg',4
11,'x',11,'qdn',1
11,'o',3,'xp',8
8,'dhe',4,'ir',7
8,'n',8,'fp',5
8,'pqy',11,'xv',8
11,'t',8,'l',9
4,'obs',11,'qi',6
3,'oes',5,'xw',6
4,'vqi',1,'e',8
6,'dwu',4,'zt',3
5,'y',8,'lw',5
6,'qdf',4,'i',8
11,'xai',5,'sy',10
10,'tys',5,'llp',11
2,'uk',7,'nnc',8
3,'n',9,'l',4
4,'igi',9,'y',11
10,'q',8,'x',4
1,'zgj',2,'gih',1
7,'agx',3,'yls',9
3,'ist',1,'e',2
4,'qqm',11,'fyv',1
2,'xjp',2,'o',7
11,'cj',9,'g',9
10,'nt',6,'qbz',11
6,'po',3,'b',6
6,'my',2,'zl',8
10,'c',11,'qt',9
10,'vaw',9,'w',5
3,'u',2,'hmq',10
9,'xst',8,'qev',3
1,'exs',2,'uih',1
2,'vw',1,'oo',2
11,'ke',7,'vku',10
4,'jj',9,'wrr',9
5,'q',3,'bxq',10
4,'cg',5,'ty',10
6,'gc',2,'zsn',9
4,'l',2,'ce',9
11,'r',1,'qem',10
7,'j',6,'no',11
3,'y',11,'bn',8
1,'b',7,'ky',9
1,'wvq',8,'qdg',1
11,'l',3,'hc',4
3,'in',7,'m',7
8,'as',9,'gi',1
6,'my',7,'pxq',6
9,'a',9,'nfk',3
9,'fcz',11,'xwp',3
7,'x',10,'r',1
2,'ep',11,'tl',2
7,'chj',11,'o',7
8,'uto',9,'ywh',3
7,'s',10,'nhx',1
1,'zhm',1,'x',5
10,'xw',9,'vor',8
1,'vpt',2,'wz',11
7,'jw',2,'gx',1
10,'h',8,'sm',8
4,'j',10,'a',1
11,'w',4,'qp',4
1,'t',4,'t',3
3,'wc',10,'kni',11
6,'mc',11,'tg',11
7,'pr',7,'p',4
3,'v',10,'gf',6
10,'e',4,'ovr',3
9,'c',5,'x',4
5,'pw',4,'w',3
3,'t',2,'d',2
1,'acc',8,'sz',8
9,'gr',1,'k',6
7,'zl',1,'x',11
10,'v',6,'zs',10
9,'dt',2,'l',2
10,'zen',7,'x',1
5,'lf',11,'zpq',9
8,'po',7,'pr',9
7,'u',6,'p',4
1,'ax',1,'gu',10
2,'r',5,'yms',3
8,'nv',6,'vcj',7
11,'ui',3,'v',1
10,'a',8,'uf',7
2,'o',5,'hor',2
9,'qt',7,'zl',3
7,'tb',3,'pme',5
11,'q',1,'rck',10
9,'e',4,'yqq',11
11,'h',11,'vzg',3
8,'ncq',7,'a',9
3,'sn',11,'llv',10
11,'d',6,'scs',6
4,'je',10,'edx',6
10,'b',3,'uxr',8
7,'buv',10,'t',6
1,'b',1,'fg',11
9,'e',9,'i',5
5,'laq',3,'evg',11
11,'vof',3,'hfm',4
10,'cie',7,'sq',2
8,'r',4,'nnj',8
5,'ml',11,'ii',9
2,'b',1,'s',5
7,'ovr',10,'k',6
3,'onq',4,'fd',11
9,'f',10,'kw',10
8,'wf',8,'ye',7
10,'sab',9,'kuv',9
2,'p',10,'t',7
4,'n',1,'xze',11
10,'fvc',7,'qm',11
3,'mt',11,'b',2
9,'qcr',5,'alg',11
1,'vd',8,'u',1
1,'y',2,'wg',10
7,'gzx',5,'zx',7
11,'tn',9,'zlg',9
2,'fu',11,'du',1
1,'i',8,'h',1
2,'t',3,'o',1
2,'srm',9,'nu',1
10,'ltr',11,'won',6
6,'ptq',8,'lhs',9
6,'jn',11,'j',10
9,'t',4,'s',2
10,'b',6,'x',2
1,'t',8,'x',10
6,'vn',8,'s',5
10,'hs',2,'n',2
7,'ru',10,'tg',10
3,'y',11,'kxg',7
9,'b',10,'mwn',4
6,'jc',11,'ml',5
11,'q',10,'oda',10
7,'uu',5,'kxe',6
4,'lb',4,'xd',4
10,'ynv',11,'v',9
11,'awe',8,'hp',6
7,'oct',1,'n',3
6,'bca',5,'ypw',8
3,'q',2,'dxy',10
8,'h',9,'an',4
6,'o',9,'jtu',9
5,'mrz',10,'rpc',2
6,'y',8,'ni',7
10,'w',11,'jjs',9
5,'s',11,'rq',4
9,'bl',2,'lfb',11
11,'p',1,'ao',5
1,'kab',3,'ga',5
10,'w',5,'wp',3
9,'bp',1,'ga',11
7,'x',7,'tsl',6
7,'vw',2,'mdl',4
11,'q',8,'n',6
5,'twl',4,'jsk',5
10,'o',4,'p',6
10,'gt',4,'gj',6
7,'c',8,'e',4
2,'su',1,'k',9
8,'lmv',7,'oa',2
9,'t',5,'wl',6
8,'msc',4,'pvi',1
2,'ypk',7,'az',8
1,'wo',8,'q',8
4,'cbv',2,'dwn',5
1,'y',6,'r',1
5,'w',9,'b',3
3,'w',4,'gqx',1
10,'s',1,'y',5
7,'x',4,'c',7
2,'cmq',4,'qt',8
11,'gu',9,'c',1
4,'ap',4,'p',1
2,'d',4,'j',4
6,'btc',4,'x',11
10,'r',11,'tmt',1
5,'syh',4,'fh',2
3,'gu',3,'u',8
6,'ic',4,'y',4
11,'uu',2,'c',4
10,'r',10,'tdc',1
11,'x',10,'q',10
7,'mw',7,'dvg',3
3,'o',2,'s',6
10,'tae',4,'ag',7
5,'lp',4,'nwy',10
10,'v',2,'h',6
4,'t',9,'m',9
3,'h',1,'lw',6
4,'rkh',9,'zyl',10
9,'f',2,'cr',6
7,'p',8,'jsq',10
2,'y',6,'vju',5
3,'gxw',6,'jq',1
9,'o',3,'qv',4
7,'xps',5,'i',8
6,'rzc',7,'p',1
6,'o',9,'u',8
6,'sb',7,'fi',9
3,'k',10,'aig',9
8,'yie',9,'z',5
7,'und',3,'uo',8
11,'xc',6,'dj',2
4,'z',7,'g',4
5,'f',7,'h',5
4,'vmr',3,'vrv',10
8,'qda',10,'jp',1
3,'lt',6,'u',6
7,'ent',1,'x',5
8,'kh',10,'ud',7
10,'s',3,'w',11
9,'tfl',3,'prw',9
3,'rpv',5,'kq',6
1,'g',10,'ozp',4
8,'hy',8,'rmq',2
6,'mx',11,'a',7
8,'bqp',3,'ryn',8
4,'re',10,'bfw',9
11,'ed',1,'wx',2
1,'wzg',1,'f',5
10,'idy',10,'n',11
1,'krr',1,'coc',11
1,'j',6,'yw',7
9,'rz',9,'gxn',1
3,'z',3,'si',6
9,'ppl',9,'cep',7
1,'t',9,'uxr',8
4,'tl',10,'z',2
10,'zs',6,'ngr',2
3,'cc',8,'u',2
9,'rb',2,'g',11
3,'vv',8,'xsn',7
8,'rwt',9,'f',3
6,'pn',4,'w',11
4,'w',7,'od',5
10,'o',6,'w',8
7,'x',2,'t',5
7,'lds',6,'gc',11
3,'vm',4,'pwk',4
6,'g',10,'wr',11
3,'ujc',11,'r',10
11,'pfu',2,'va',1
6,'yb',8,'mzl',1
8,'tvp',10,'hvv',2
9,'c',4,'vy',1
10,'kj',5,'nze',8
8,'k',5,'l',4
4,'gx',5,'i',7
9,'v',11,'kt',11
4,'yf',10,'r',9
10,'k',7,'hx',4
11,'z',11,'ujc',4
1,'lr',3,'b',11
3,'h',2,'pzn',11
4,'l',10,'ydh',5
11,'xg',7,'o',8
8,'es',10,'pj',7
4,'c',1,'dm',5
8,'a',11,'qo',7
2,'gtj',4,'thx',8
8,'hoi',8,'iy',8
1,'yq',3,'n',1
4,'p',7,'l',2
9,'cyn',7,'eyv',1
5,'n',10,'b',6
11,'ta',4,'m',6
7,'ppc',1,'pky',9
3,'kj',6,'jx',10
11,'nmu',6,'cf',6
8,'l',1,'bo',11
1,'vk',9,'v',3
11,'wty',8,'lh',2
2,'sx',1,'xku',11
7,'cf',2,'qa',6
9,'nkk',6,'eu',9
8,'xkp',7,'c',4
2,'bv',1,'rqa',3
10,'k',2,'u',1
8,'h',9,'v',3
7,'f',11,'b',8
8,'be',2,'aa',6
1,'qlo',11,'d',11
7,'rd',3,'xl',8
5,'j',7,'co',11
1,'o',2,'ujt',5
1,'icw',7,'km',8
4,'ne',6,'ffr',10
10,'l',6,'deg',3
7,'mqu',7,'dl',2
1,'x',7,'uy',3
5,'wcz',10,'dm',7
7,'p',9,'oon',10
11,'lxu',4,'hkv',8
4,'x',10,'bxj',7
8,'lso',6,'rkb',9
11,'dof',11,'r',2
1,'mcs',6,'wz',7
6,'k',3,'kaf',4
4,'nv',1,'h',5
2,'q',2,'t',8
4,'iz',5,'q',9
7,'cjg',4,'je',1
8,'ho',9,'z',9
3,'l',2,'tw',10
9,'d',9,'ayi',7
4,'xrs',10,'q',9
11,'cyd',11,'uix',8
5,'j',10,'pdl',8
6,'l',6,'kbf',2
2,'i',9,'du',10
10,'x',1,'e',1
10,'lmw',10,'p',1
5,'o',1,'hso',11
10,'ad',11,'f',11
3,'ez',10,'has',3
4,'zh',6,'i',7
5,'sw',3,'xo',8
2,'cp',9,'j',2
2,'bof',7,'ji',5
9,'f',11,'rfj',1
4,'uyt',3,'mbo',1
3,'ro',2,'opi',2
9,'uoo',3,'cmu',1
3,'s',2,'br',8
2,'wxl',1,'z',2
6,'aon',9,'qny',2
10,'tj',2,'s',4
8,'z',4,'van',5
7,'z',1,'c',10
1,'m',7,'gk',2
10,'s',1,'wc',10
6,'i',5,'rf',11
6,'z',3,'o',3
2,'bil',10,'rwz',9
3,'v',1,'pe',1
8,'u',10,'ye',1
10,'e',10,'cw',2
4,'f',2,'c',7
9,'f',10,'qg',8
8,'e',6,'fo',3
2,'cjz',4,'gbw',3
4,'gc',5,'iy',7
2,'jar',11,'e',7
5,'x',5,'yz',7
9,'vte',10,'i',4
5,'nf',11,'k',11
4,'b',6,'g',4
3,'odg',1,'gze',11
2,'by',4,'do',4
6,'pk',9,'ym',3
7,'bw',9,'rqn',1
7,'d',1,'rig',5
6,'q',11,'oxk',9
10,'w',10,'ej',5
9,'rw',7,'fu',10
11,'aj',7,'kj',8
4,'xf',8,'scb',8
7,'ih',11,'dq',5
11,'zvw',4,'pq',3
4,'gp',8,'tbi',8
4,'ter',6,'xj',1
6,'q',5,'q',6
7,'l',5,'xsu',2
10,'b',2,'hwy',5
5,'wf',8,'m',10
3,'c',1,'zfl',11
11,'m',6,'w',8
3,'p',4,'ji',8
4,'zux',2,'umt',5
11,'cof',6,'aov',7
5,'nk',11,'r',11
3,'tto',3,'wiv',7
3,'fj',5,'gc',2
7,'aig',10,'pdz',9
2,'d',10,'mmf',10
4,'tt',7,'t',1
3,'jwg',1,'mpx',7
8,'s',3,'czt',8
5,'a',7,'yt',11
10,'spa',2,'wio',9
9,'bjc',3,'qh',8
8,'owy',4,'epp',8
3,'jh',11,'e',10
4,'rx',2,'nsq',10
6,'l',4,'fnu',7
11,'m',3,'f',2
7,'xv',8,'ni',2
7,'gs',10,'fiv',1
9,'hzr',5,'z',5
7,'l',6,'n',2
4,'by',1,'x',2
8,'b',2,'xx',6
4,'zm',11,'l',3
3,'ij',11,'r',7
8,'ufz',2,'aat',2
6,'mq',9,'uf',10
5,'fl',7,'hx',1
7,'amb',6,'gt',4
4,'qap',7,'nty',10
11,'f',10,'ir',2
3,'el',7,'sq',6
2,'lpf',5,'x',10
2,'fef',10,'zxx',5
11,'tkv',3,'p',3
3,'i',9,'vkb',7
4,'dzw',6,'ymw',11
10,'ygp',9,'upg',5
3,'xb',3,'akr',9
3,'bs',11,'xs',11
8,'vzj',2,'oc',9
11,'nhk',7,'t',8
5,'lmr',1,'mcr',11
11,'t',9,'gg',10
6,'nd',4,'mj',8
7,'qov',9,'cs',10
1,'njc',6,'y',8
8,'gvx',3,'pv',4
11,'hgc',5,'vta',4
6,'w',10,'y',2
4,'yqo',2,'r',1
10,'rp',6,'ru',1
7,'qug',6,'lrd',9
5,'q',7,'pmu',7
8,'njy',1,'d',10
11,'k',10,'w',11
6,'zq',8,'h',9
6,'cnd',4,'yaj',9
10,'tqc',5,'nk',8
8,'nyy',4,'h',7
2,'ua',7,'oyd',11
7,'pjo',11,'qp',7
2,'n',5,'q',10
3,'v',7,'yp',10
11,'i',11,'nhm',10
1,'jns',9,'icm',9
11,'ez',11,'s',9
7,'ty',7,'i',4
5,'dai',11,'r',11
2,'ai',2,'k',10
7,'yo',2,'l',1
3,'yk',1,'m',5
8,'suh',1,'bh',3
9,'dk',1,'hxp',5
11,'nbv',1,'rd',10
2,'fe',8,'sfn',9
4,'bn',1,'lef',7
9,'s',7,'fgv',10
7,'fz',2,'fr',2
1,'k',1,'grb',6
7,'x',7,'grn',11
5,'jt',3,'x',6
10,'e',6,'cd',1
10,'jse',5,'l',7
2,'co',9,'sun',10
2,'sd',1,'eeo',3
9,'ii',8,'zgr',3
4,'w',2,'iuv',6
10,'rzg',5,'ko',6
7,'adi',4,'tm',4
4,'exi',6,'rg',9
8,'lc',11,'n',3
7,'vb',10,'q',11
1,'yo',10,'rf',1
4,'ao',9,'j',10
10,'ngo',5,'ie',4
6,'i',7,'btw',1
9,'tz',5,'noz',10
10,'gmg',8,'iw',9
2,'cmb',4,'z',10
11,'or',8,'ota',11
8,'pg',4,'lk',11
11,'z',8,'xwo',5
8,'iq',9,'g',10
5,'o',1,'ytu',6
11,'bib',8,'vn',2
9,'fo',10,'b',1
6,'kbp',8,'ccl',9
2,'x',3,'ij',11
6,'v',3,'fq',8
10,'ttr',1,'d',1
2,'w',11,'snm',7
1,'s',7,'i',8
4,'y',4,'zk',1
10,'o',8,'tr',4
11,'zw',3,'fu',2
8,'bud',1,'wh',9
5,'v',8,'zob',3
4,'ym',7,'q',1
1,'re',5,'s',9
4,'q',7,'qsr',9
2,'mp',2,'ps',2
6,'e',8,'d',10
4,'zu',5,'fgh',2
6,'t',4,'lgw',7
11,'qrf',1,'b',7
8,'cni',9,'n',3
6,'qyu',11,'vaa',11
8,'b',2,'gvq',11
5,'nf',4,'zl',4
6,'yhk',6,'l',3
11,'upz',5,'owu',9
11,'ae',8,'q',7
11,'uw',2,'xi',4
6,'ngr',7,'oyq',11
6,'s',6,'yd',10
9,'ax',4,'ynk',6
10,'fat',4,'plr',7
9,'y',2,'wt',6
2,'dt',7,'ase',10
9,'vrr',10,'wv',7
3,'tk',8,'fa',9
9,'hty',3,'n',3
8,'g',4,'c',7
4,'z',2,'g',9
6,'tn',4,'mmy',7
3,'w',2,'bir',5
1,'du',2,'kuz',10
3,'h',10,'af',2
11,'am',2,'t',1
5,'g',6,'ti',3
